married / was married,couple,any relation,respondent gender,couple gender,interracial couple,respondent age,partner age,education gap,couple salary gap,couple political stability,meeting interface,try app service,relation duration [year],relation quality
,yes,,Female,hetero couple,no,[20 -30],[30 -40],0.0,We earned about the same amount,5.0,meet through friends,,3.33,Excellent
yes,no,yes,Male,hetero couple,no,[20 -30],[20 -30],4.0,Refused,3.0,,no,,
,yes,,Female,hetero couple,no,[50 -60],[50 -60],3.0,[Partner Name] earned more,3.0,meet through internet,,0.75,Fair
yes,no,yes,Female,hetero couple,no,[70 -80],[70 -80],1.0,[Partner Name] earned more,6.0,meet through friends,,,
,yes,,Female,hetero couple,yes,[60 -70],[30 -40],3.0,I earned more,3.0,meet through internet,,0.08,Good
yes,yes,,Female,hetero couple,no,[70 -80],[70 -80],5.0,[Partner Name] earned more,6.0,,,56.08,Good
no,no,yes,Female,lesbian couple,no,[20 -30],[20 -30],0.0,[Partner Name] was not working for pay,6.0,meet through friends,,0.0,
yes,yes,,Male,hetero couple,no,[40 -50],[50 -60],4.0,We earned about the same amount,6.0,meet through work,,15.67,Good
yes,yes,,Male,hetero couple,,[80 -90],[70 -80],0.0,Refused,4.0,meet in neighborhood,,53.92,Excellent
yes,yes,,Male,hetero couple,yes,[50 -60],[50 -60],1.0,I earned more,6.0,meet through work,,35.42,Good
no,no,yes,Female,hetero couple,no,[30 -40],[30 -40],1.0,We earned about the same amount,5.0,meet through friends,,4.5,
no,no,yes,Male,gay male couple,no,[50 -60],[40 -50],1.0,I earned more,3.0,meet in neighborhood,,3.25,
yes,yes,,Female,hetero couple,no,[60 -70],[60 -70],4.0,[Partner Name] was not working for pay,6.0,,,,Fair
,yes,,Female,hetero couple,no,[40 -50],[50 -60],1.0,We earned about the same amount,4.0,meet through friends,,0.58,Fair
,yes,,Male,hetero couple,no,[60 -70],[60 -70],2.0,We earned about the same amount,1.0,meet through work,,35.5,Excellent
yes,yes,,Female,hetero couple,no,[40 -50],[40 -50],0.0,Refused,6.0,meet through work,,14.58,Excellent
yes,yes,,Female,hetero couple,no,[20 -30],[20 -30],0.0,We earned about the same amount,5.0,meet through studies,,5.33,Excellent
yes,yes,,Female,hetero couple,no,[50 -60],[50 -60],1.0,[Partner Name] earned more,6.0,meet through friends,,34.25,Good
,yes,,Female,hetero couple,no,[50 -60],[50 -60],0.0,I earned more,4.0,meet through internet,,8.25,Excellent
yes,yes,,Female,hetero couple,no,[40 -50],[50 -60],0.0,[Partner Name] earned more,4.0,,,25.58,Excellent
yes,no,yes,Male,hetero couple,no,[80 -90],[80 -90],1.0,I earned more,5.0,meet through studies,,,
yes,no,yes,Female,hetero couple,no,[70 -80],[70 -80],2.0,[Partner Name] earned more,5.0,,,,
yes,yes,,Female,hetero couple,no,[70 -80],[70 -80],1.0,I earned more,6.0,meet through studies,,54.5,Excellent
yes,yes,,Female,hetero couple,no,[50 -60],[50 -60],0.0,[Partner Name] earned more,4.0,meet in neighborhood,,29.42,Excellent
no,no,yes,Male,hetero couple,no,[20 -30],[20 -30],2.0,I earned more,4.0,meet through friends,no,4.08,
yes,yes,,Female,hetero couple,no,[40 -50],[40 -50],1.0,[Partner Name] earned more,4.0,meet through studies,,28.92,Excellent
,yes,,Female,hetero couple,no,[70 -80],[80 -90],2.0,[Partner Name] earned more,6.0,meet through family,,14.17,Good
yes,yes,,Male,hetero couple,no,[70 -80],[70 -80],1.0,I earned more,4.0,meet through family,,59.5,Excellent
yes,yes,,Male,hetero couple,no,[40 -50],[30 -40],1.0,I earned more,6.0,meet through internet,,13.0,Good
no,no,yes,Male,gay male couple,no,[50 -60],[30 -40],0.0,I earned more,3.0,,no,2.5,
yes,yes,,Female,hetero couple,no,[50 -60],[50 -60],2.0,[Partner Name] earned more,4.0,meet through studies,,16.42,Good
yes,yes,,Female,hetero couple,no,[70 -80],[70 -80],2.0,[Partner Name] earned more,4.0,meet through friends,,55.83,Excellent
yes,yes,,Male,hetero couple,no,[30 -40],[30 -40],2.0,I earned more,6.0,meet through studies,no,12.0,Good
yes,yes,,Male,hetero couple,no,[50 -60],[50 -60],0.0,[Partner Name] earned more,5.0,meet through studies,,42.5,Good
yes,yes,,Male,hetero couple,no,[60 -70],[60 -70],0.0,I earned more,6.0,,,47.0,Excellent
yes,yes,,Male,hetero couple,no,[70 -80],[60 -70],1.0,I earned more,6.0,meet through studies,,48.42,Excellent
yes,yes,,Male,hetero couple,yes,[60 -70],[50 -60],3.0,I earned more,5.0,meet through friends,,31.08,Good
yes,yes,,Male,hetero couple,no,[60 -70],[60 -70],1.0,I earned more,5.0,meet through studies,,48.75,Excellent
,yes,,Male,hetero couple,no,[40 -50],[40 -50],3.0,[Partner Name] earned more,4.0,meet in neighborhood,,23.0,Good
yes,yes,,Female,hetero couple,no,[50 -60],[60 -70],0.0,[Partner Name] earned more,6.0,meet through friends,,42.67,Excellent
yes,yes,,Male,hetero couple,no,[70 -80],[70 -80],4.0,[Partner Name] earned more,6.0,meet through family,,55.83,Good
yes,yes,,Female,hetero couple,no,[20 -30],[20 -30],2.0,[Partner Name] earned more,4.0,meet through studies,,13.25,Excellent
yes,yes,,Male,hetero couple,no,[50 -60],[50 -60],1.0,I earned more,5.0,meet through work,,2.08,Excellent
yes,yes,,Female,hetero couple,no,[20 -30],[20 -30],0.0,We earned about the same amount,0.0,meet through studies,,6.0,Excellent
yes,yes,,Male,hetero couple,no,[50 -60],[50 -60],1.0,I earned more,4.0,,,12.58,Fair
yes,yes,,Female,hetero couple,no,[70 -80],[80 -90],4.0,[Partner Name] was not working for pay,6.0,meet through work,,55.5,Excellent
yes,yes,,Female,hetero couple,yes,[70 -80],[70 -80],5.0,[Partner Name] earned more,6.0,meet in neighborhood,,,Excellent
yes,yes,,Female,hetero couple,yes,[60 -70],[50 -60],0.0,[Partner Name] earned more,6.0,meet through friends,,40.0,Excellent
yes,yes,,Female,hetero couple,no,[30 -40],[30 -40],0.0,We earned about the same amount,4.0,,,7.0,Excellent
yes,yes,,Female,hetero couple,no,[50 -60],[50 -60],0.0,[Partner Name] earned more,4.0,meet through work,,27.75,Good
yes,yes,,Male,hetero couple,no,[60 -70],[60 -70],2.0,I earned more,6.0,meet through work,,42.58,Excellent
yes,no,yes,Female,hetero couple,no,[50 -60],[60 -70],0.0,[Partner Name] earned more,2.0,meet through work,no,,
yes,yes,,Female,hetero couple,no,[60 -70],[60 -70],0.0,[Partner Name] earned more,4.0,meet through studies,,32.83,Good
yes,yes,,Male,hetero couple,no,[60 -70],[60 -70],4.0,I earned more,5.0,,,,Excellent
no,no,yes,Female,hetero couple,no,[20 -30],[20 -30],3.0,[Partner Name] earned more,5.0,meet through work,no,0.25,
yes,yes,,Female,hetero couple,no,[30 -40],[30 -40],1.0,[Partner Name] earned more,4.0,meet through studies,,16.5,Excellent
yes,yes,,Female,hetero couple,no,[60 -70],[60 -70],1.0,I earned more,4.0,meet through family,,21.83,Excellent
yes,yes,,Male,hetero couple,no,[70 -80],[60 -70],3.0,I earned more,5.0,meet through studies,,51.5,Good
no,no,yes,Male,hetero couple,no,[20 -30],[20 -30],0.0,We earned about the same amount,5.0,meet through studies,,0.5,
yes,yes,,Female,hetero couple,no,[50 -60],[60 -70],0.0,We earned about the same amount,4.0,meet through work,,26.17,Excellent
yes,yes,,Female,hetero couple,no,[60 -70],[60 -70],2.0,[Partner Name] earned more,6.0,,,28.92,Poor
yes,yes,,Male,hetero couple,no,[50 -60],[50 -60],0.0,I earned more,4.0,meet through studies,,34.33,Good
,yes,,Female,hetero couple,no,[20 -30],[20 -30],0.0,I earned more,5.0,meet through work,,2.75,Good
yes,yes,,Male,hetero couple,no,[20 -30],[20 -30],0.0,I earned more,5.0,meet through work,,0.25,Excellent
,yes,,Female,hetero couple,no,[10 -20],[10 -20],1.0,[Partner Name] earned more,4.0,meet through studies,,2.25,Excellent
yes,yes,,Male,hetero couple,no,[70 -80],[70 -80],0.0,We earned about the same amount,6.0,,,48.42,Excellent
yes,yes,,Male,hetero couple,yes,[30 -40],[30 -40],0.0,I earned more,6.0,,,11.33,Excellent
no,no,yes,Female,hetero couple,no,[60 -70],[70 -80],1.0,I earned more,3.0,meet through work,,6.08,
,yes,,Female,hetero couple,yes,[20 -30],[20 -30],0.0,I earned more,3.0,meet through studies,,10.5,Excellent
,yes,,Male,gay male couple,no,[50 -60],[70 -80],5.0,[Partner Name] earned more,6.0,meet through work,,36.83,Good
yes,yes,,Male,hetero couple,no,[60 -70],[30 -40],0.0,I earned more,6.0,meet through internet,,5.83,Excellent
yes,yes,,Female,hetero couple,no,[50 -60],[50 -60],0.0,I earned more,6.0,meet through studies,,33.0,Excellent
yes,yes,,Male,hetero couple,no,[80 -90],[80 -90],1.0,[Partner Name] was not working for pay,2.0,meet through friends,,63.75,Good
yes,yes,,Male,hetero couple,no,[50 -60],[60 -70],4.0,I earned more,6.0,meet through work,,29.0,Excellent
yes,yes,,Male,hetero couple,no,[50 -60],[50 -60],4.5,We earned about the same amount,3.0,,,25.33,Excellent
yes,no,yes,Female,hetero couple,no,[70 -80],[70 -80],1.0,I earned more,3.0,meet through studies,,,
yes,yes,,Male,hetero couple,yes,[50 -60],[50 -60],1.0,I earned more,6.0,,,32.5,Excellent
no,no,yes,Female,hetero couple,yes,[70 -80],[70 -80],4.0,We earned about the same amount,6.0,,,,
yes,yes,,Female,hetero couple,no,[50 -60],[50 -60],0.0,[Partner Name] earned more,3.0,meet through work,,41.92,Excellent
yes,yes,,Male,hetero couple,no,[30 -40],[30 -40],0.0,I earned more,5.0,,,25.92,Good
,no,no,Male,,,[20 -30],,,,,,,,
yes,yes,,Male,hetero couple,no,[80 -90],[70 -80],4.0,I earned more,6.0,meet through work,,41.0,Excellent
yes,yes,,Male,hetero couple,no,[50 -60],[50 -60],4.0,[Partner Name] earned more,5.0,,,31.83,Excellent
,yes,,Female,hetero couple,no,[20 -30],[20 -30],4.0,I earned more,4.0,meet through studies,,5.75,Excellent
yes,yes,,Male,hetero couple,no,[70 -80],[70 -80],0.0,We earned about the same amount,6.0,meet through studies,,55.75,Excellent
yes,yes,,Female,hetero couple,no,[50 -60],[60 -70],0.0,[Partner Name] earned more,5.0,meet through family,,37.58,Excellent
,yes,,Male,hetero couple,no,[20 -30],[10 -20],1.0,[Partner Name] earned more,4.0,,,1.08,Good
,yes,,Female,hetero couple,no,[20 -30],[20 -30],0.0,I earned more,5.0,meet in neighborhood,,5.17,Excellent
yes,yes,,Female,hetero couple,no,[50 -60],[50 -60],2.0,[Partner Name] earned more,4.0,meet through family,,30.67,Good
yes,yes,,Male,hetero couple,no,[40 -50],[30 -40],3.0,I earned more,3.0,,,,Fair
yes,yes,,Female,hetero couple,no,[60 -70],[50 -60],1.0,[Partner Name] earned more,5.0,meet through work,,19.67,Good
yes,yes,,Male,hetero couple,yes,[50 -60],[40 -50],1.0,I earned more,6.0,,,27.08,Good
yes,yes,,Male,hetero couple,no,[70 -80],[70 -80],0.0,I earned more,4.0,meet through friends,,,Excellent
yes,yes,,Female,hetero couple,no,[50 -60],[40 -50],1.0,[Partner Name] earned more,5.0,meet through family,,13.33,Excellent
,yes,,Male,gay male couple,no,[50 -60],[50 -60],1.0,[Partner Name] earned more,6.0,,,26.0,Good
yes,yes,,Male,hetero couple,no,[70 -80],[70 -80],3.0,I earned more,6.0,,,54.33,Excellent
,yes,,Female,hetero couple,no,[50 -60],[50 -60],2.0,I earned more,6.0,meet through internet,,1.17,Fair
yes,yes,,Male,hetero couple,no,[60 -70],[50 -60],1.0,I earned more,5.0,,,30.83,Good
no,no,yes,Female,hetero couple,no,[50 -60],[60 -70],1.0,We earned about the same amount,5.0,meet through friends,,18.0,
yes,no,yes,Female,hetero couple,no,[60 -70],[70 -80],0.0,[Partner Name] earned more,4.0,meet through family,,,
yes,yes,,Female,hetero couple,no,[40 -50],[40 -50],0.0,We earned about the same amount,2.0,,,23.5,Excellent
,yes,,Female,hetero couple,no,[50 -60],[40 -50],4.0,[Partner Name] was not working for pay,3.0,meet through friends,,11.0,Good
yes,yes,,Female,hetero couple,no,[80 -90],,4.0,I earned more,,meet through friends,,66.0,Fair
yes,no,yes,Female,hetero couple,no,[60 -70],[60 -70],4.0,We earned about the same amount,4.0,meet through friends,,,
no,no,yes,Female,hetero couple,no,[70 -80],[70 -80],4.0,[Partner Name] earned more,4.0,meet through internet,,17.67,
yes,yes,,Female,hetero couple,no,[70 -80],[60 -70],3.0,[Partner Name] earned more,5.0,meet through friends,,27.92,Excellent
yes,no,yes,Female,hetero couple,no,[20 -30],[30 -40],0.0,We earned about the same amount,5.0,meet through studies,,,
yes,no,yes,Female,hetero couple,no,[40 -50],[40 -50],0.0,I earned more,0.0,,,,
yes,yes,,Female,hetero couple,no,[50 -60],[60 -70],1.0,[Partner Name] earned more,5.0,meet in neighborhood,,43.08,Good
yes,yes,,Female,hetero couple,no,[80 -90],[80 -90],4.0,[Partner Name] earned more,6.0,meet through work,,57.67,Excellent
,yes,,Female,hetero couple,no,[10 -20],[20 -30],0.0,We earned about the same amount,4.0,meet through friends,,1.17,Good
yes,yes,,Male,hetero couple,no,[40 -50],[40 -50],3.0,I earned more,5.0,meet through work,,23.75,Excellent
,yes,,Female,hetero couple,no,[20 -30],[20 -30],0.0,Refused,,meet through studies,,2.08,Excellent
,yes,,Male,hetero couple,no,[30 -40],[30 -40],1.0,We earned about the same amount,3.0,meet through internet,,0.0,Excellent
,yes,,Male,hetero couple,no,[20 -30],[20 -30],0.0,[Partner Name] was not working for pay,4.0,,,,Refused
,yes,,Male,hetero couple,no,[50 -60],[60 -70],2.0,[Partner Name] earned more,4.0,meet through friends,,10.33,Excellent
yes,yes,,Male,gay male couple,no,[40 -50],[60 -70],4.0,[Partner Name] earned more,6.0,,,16.83,Excellent
yes,yes,,Female,hetero couple,no,[50 -60],[50 -60],1.0,I earned more,6.0,meet through friends,,23.75,Good
no,no,yes,Male,hetero couple,no,[10 -20],[10 -20],0.0,[Partner Name] earned more,5.0,meet through studies,,0.08,
,yes,,Male,gay male couple,yes,[50 -60],[50 -60],0.0,[Partner Name] was not working for pay,6.0,,no,3.0,Good
,yes,,Male,hetero couple,no,[30 -40],[30 -40],0.0,I earned more,5.0,meet through friends,,10.58,Excellent
yes,yes,,Female,hetero couple,no,[30 -40],[40 -50],0.0,[Partner Name] earned more,6.0,meet through internet,,,Excellent
yes,yes,,Male,hetero couple,no,[20 -30],[20 -30],0.0,I earned more,3.0,meet through studies,,4.67,Excellent
yes,yes,,Female,hetero couple,yes,[70 -80],[70 -80],5.0,[Partner Name] earned more,6.0,meet through friends,,57.92,Excellent
,yes,,Female,hetero couple,no,[30 -40],[30 -40],1.0,[Partner Name] earned more,6.0,meet through internet,,3.83,Excellent
yes,yes,,Female,hetero couple,no,[60 -70],[60 -70],1.0,[Partner Name] earned more,4.0,meet through studies,,50.83,Excellent
yes,yes,,Male,hetero couple,no,[60 -70],[50 -60],6.0,I earned more,6.0,meet through work,,30.08,Excellent
no,no,yes,Male,hetero couple,no,[20 -30],[20 -30],3.0,I earned more,5.0,meet through internet,,0.25,
,yes,,Female,hetero couple,no,[60 -70],[70 -80],3.0,[Partner Name] was not working for pay,1.0,meet through internet,,1.92,Excellent
yes,yes,,Female,hetero couple,no,[50 -60],[60 -70],0.0,We earned about the same amount,5.0,meet through work,,24.25,Excellent
yes,yes,,Female,hetero couple,no,[30 -40],[50 -60],0.0,[Partner Name] earned more,6.0,meet through work,,15.75,Good
no,no,yes,Female,hetero couple,no,[40 -50],[50 -60],4.0,I earned more,6.0,,,,
yes,yes,,Male,hetero couple,no,[20 -30],[50 -60],3.0,[Partner Name] earned more,4.0,meet through studies,,20.83,Fair
yes,yes,,Female,hetero couple,yes,[30 -40],[40 -50],1.0,I earned more,4.0,meet through studies,,14.25,Excellent
,yes,,Male,gay male couple,yes,[60 -70],[50 -60],6.0,[Partner Name] earned more,6.0,,,4.67,Excellent
no,no,yes,Male,hetero couple,no,[80 -90],[60 -70],5.0,I earned more,5.0,,,,
yes,yes,,Female,hetero couple,no,[30 -40],[40 -50],5.0,I earned more,3.0,meet through work,no,10.25,Poor
no,no,yes,Female,hetero couple,no,[30 -40],[50 -60],0.0,We earned about the same amount,3.0,meet in neighborhood,,3.83,
yes,yes,,Male,hetero couple,yes,[50 -60],[40 -50],1.0,I earned more,5.0,meet in neighborhood,,20.33,Good
,yes,,Male,hetero couple,no,[20 -30],[20 -30],0.0,[Partner Name] was not working for pay,5.0,meet through studies,,1.67,Excellent
yes,yes,,Male,hetero couple,no,[50 -60],[50 -60],0.0,I earned more,5.0,meet through work,,23.67,Excellent
no,no,yes,Female,hetero couple,no,[40 -50],[40 -50],1.0,I earned more,6.0,meet through friends,,2.75,
yes,yes,,Female,lesbian couple,no,[20 -30],[20 -30],1.0,I earned more,6.0,meet through friends,no,8.67,Good
yes,yes,,Female,hetero couple,no,[30 -40],[50 -60],3.0,I earned more,6.0,,,1.67,Fair
yes,yes,,Female,hetero couple,no,[30 -40],[30 -40],1.0,[Partner Name] earned more,4.0,meet through work,,10.33,Good
yes,yes,,Female,lesbian couple,no,[50 -60],[50 -60],6.0,[Partner Name] earned more,4.0,meet through internet,,21.17,Good
,yes,,Female,hetero couple,yes,[20 -30],[20 -30],2.0,We earned about the same amount,1.0,meet through internet,,,Excellent
yes,yes,,Male,hetero couple,no,[70 -80],[60 -70],4.5,[Partner Name] was not working for pay,6.0,meet through family,,49.08,Excellent
yes,no,yes,Female,hetero couple,no,[70 -80],[80 -90],1.0,[Partner Name] earned more,5.0,meet through friends,,,
no,no,yes,Male,hetero couple,yes,[60 -70],[60 -70],3.0,I earned more,1.0,,,4.0,
,,,Female,,,[50 -60],,,,,,,,
yes,yes,,Male,hetero couple,no,[60 -70],[60 -70],4.0,[Partner Name] earned more,6.0,meet through friends,,,Excellent
yes,yes,,Female,hetero couple,no,[60 -70],[60 -70],4.0,[Partner Name] was not working for pay,5.0,meet through studies,,52.42,Excellent
yes,yes,,Female,hetero couple,no,[30 -40],[30 -40],4.0,[Partner Name] earned more,5.0,meet through friends,,10.58,Good
,yes,,Male,hetero couple,no,[50 -60],[50 -60],3.0,[Partner Name] earned more,4.0,meet through friends,no,14.08,Fair
no,no,yes,Female,hetero couple,no,[20 -30],[30 -40],0.0,[Partner Name] was not working for pay,5.0,meet through studies,,4.75,
yes,yes,,Female,hetero couple,no,[50 -60],[50 -60],0.0,[Partner Name] earned more,6.0,meet through family,,35.92,Excellent
yes,yes,,Female,hetero couple,no,[70 -80],[70 -80],2.0,[Partner Name] earned more,5.0,meet through work,,18.08,Good
yes,yes,,Male,hetero couple,no,[40 -50],[40 -50],4.0,[Partner Name] earned more,4.0,meet through internet,,9.92,Excellent
,yes,,Male,hetero couple,no,[50 -60],[50 -60],1.0,We earned about the same amount,6.0,meet through internet,,0.67,Excellent
,no,no,Female,,,[20 -30],,,,,,,,
no,no,yes,Male,gay male couple,no,[20 -30],[20 -30],0.0,[Partner Name] earned more,6.0,meet through internet,yes,0.33,
,yes,,Female,hetero couple,no,[30 -40],[30 -40],3.0,[Partner Name] earned more,5.0,meet through studies,,11.17,Excellent
yes,yes,,Male,hetero couple,no,[50 -60],[40 -50],0.0,I earned more,6.0,meet through internet,,13.67,Excellent
yes,yes,,Female,hetero couple,no,[60 -70],[70 -80],3.0,I earned more,6.0,meet through work,,29.75,Excellent
no,no,yes,Female,hetero couple,no,[50 -60],[60 -70],1.0,[Partner Name] earned more,3.0,meet through friends,,17.67,
no,no,yes,Female,hetero couple,no,[50 -60],[40 -50],4.0,I earned more,4.0,meet through work,,0.0,
yes,yes,,Male,hetero couple,no,[60 -70],[50 -60],0.0,I earned more,0.0,,,37.0,Excellent
,yes,,Male,hetero couple,yes,[30 -40],[40 -50],0.0,I earned more,4.0,,,6.0,Excellent
,yes,,Male,hetero couple,no,[30 -40],[30 -40],3.0,I earned more,4.0,meet in neighborhood,,17.25,Excellent
yes,yes,,Male,hetero couple,no,[70 -80],[70 -80],8.0,[Partner Name] earned more,5.0,meet through internet,,42.42,Excellent
no,no,yes,Male,hetero couple,no,[60 -70],[50 -60],1.0,I earned more,2.0,meet through work,,0.0,
,no,no,Female,,,[20 -30],,,,,,,,
yes,no,yes,Female,hetero couple,yes,[50 -60],[40 -50],4.0,We earned about the same amount,,,,,
,yes,,Female,hetero couple,yes,[20 -30],[20 -30],0.0,[Partner Name] earned more,6.0,meet through work,,2.75,Excellent
yes,yes,,Male,hetero couple,no,[60 -70],[50 -60],0.0,I earned more,6.0,,,24.83,Fair
yes,yes,,Female,hetero couple,no,[70 -80],[70 -80],1.0,[Partner Name] was not working for pay,6.0,,,29.42,Good
,yes,,Male,hetero couple,yes,[20 -30],[30 -40],2.5,I earned more,4.0,meet in neighborhood,,4.0,Poor
yes,yes,,Male,hetero couple,no,[80 -90],[70 -80],5.0,I earned more,4.0,,,23.33,Good
yes,yes,,Female,hetero couple,no,[60 -70],[60 -70],2.0,We earned about the same amount,6.0,meet through family,,33.92,Excellent
yes,yes,,Female,hetero couple,no,[60 -70],[60 -70],0.0,[Partner Name] was not working for pay,6.0,,,46.67,Excellent
yes,yes,,Male,hetero couple,no,[80 -90],[80 -90],1.0,I earned more,4.0,meet through friends,,66.92,Excellent
,yes,,Male,hetero couple,no,[50 -60],[50 -60],3.0,I earned more,2.0,meet through studies,,5.33,Excellent
